,NoOfJS,NoOfCSS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,NoOfImage,HasCopyrightInfo,HasPasswordField,HasHiddenFields,HasSubmitButton,HasSocialNet,HasExternalFormSubmit,NoOfiFrame,HasFavicon,HasTitle,Title,LineOfCode,LargestLineLength,IsHTTPS,NoOfOtherSpecialCharsInURL,NoOfAmpersandInURL,NoOfDegitsInURL,NoOfLettersInURL,NoOfSubDomain,TLD,IsDomainIP,DomainLength,Domain,URLLength,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,URLSimilarityIndex,NoOfEqualsInURL,TLDLength,NoOfQMarkInURL,LetterRatioInURL,DegitRatioInURL,SpacialCharRatioInURL,label,URL
2384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,31,0,com,0,10,psscts.com,40,1,4,0.1,0.71,0,3,0,0.775,0.0,0.225,0,http://psscts.com/wp-includes/js/ind.php
2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,1,52,1,com,0,54,ulmseahrnvtkyfxbqzwigdojcp.android-update-6-google.com,62,1,7,0.11,0.59,0,3,0,0.8387096774193549,0.016129032258064516,0.14516129032258066,0,http://ulmseahrnvtkyfxbqzwigdojcp.android-update-6-google.com/
2386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,39,0,com,0,21,xoutdoorsolutions.com,47,1,4,0.09,0.59,0,3,0,0.8297872340425532,0.0,0.1702127659574468,0,http://xoutdoorsolutions.com/sportstech.com.ir/
2387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,18,0,27,107,1,com,0,15,www.707eats.com,153,1,20,0.13,0.74,0,3,1,0.6993464052287581,0.17647058823529413,0.12418300653594772,0,http://www.707eats.com/media/system/swf/PORTAL/bradesco24hrs/seguranca_201.10.192/central/login.do.php?WEUQE6LBPGL34S9L3GM9O8X1FA3TYR1V7VLK27WRNITRB2DDHZ
2388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,8,39,0,co.uk,0,26,cardiffhairandbeauty.co.uk,55,1,3,0.05,0.49,0,5,0,0.7090909090909091,0.14545454545454545,0.14545454545454545,0,http://cardiffhairandbeauty.co.uk/877453tr/rebrb45t.exe
2389,5,3,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,"Orlando Informer | We help you have a better vacation to Universal, Disney, and Orlando.",129,321,0,5,0,0,22,0,com,0,19,orlandoinformer.com,27,1,2,0.07,0.61,0,3,0,0.8148148148148148,0.0,0.18518518518518517,0,http://orlandoinformer.com/
2390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,11,72,1,com,0,25,www.cheaporganicgoods.com,101,1,18,0.18,0.61,1,3,1,0.7128712871287128,0.10891089108910891,0.1782178217821782,0,http://www.cheaporganicgoods.com/EEEEEXX1/exel-2020/Excel%202018/login.php?email=cucc@zim-mrs.zim.com
2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,26,0,com,0,17,aquatixbottle.com,31,1,2,0.06,0.64,0,3,0,0.8387096774193549,0.0,0.16129032258064516,0,http://aquatixbottle.com/ygyngc
2392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,0,71,1,ae,0,18,pma.gulfshadows.ae,85,1,11,0.13,0.52,0,2,0,0.8352941176470589,0.0,0.16470588235294117,0,http://pma.gulfshadows.ae/wp-content/upgrade/ealeart_security_Yahoo_update/login.html
2393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,0,3,74,1,com,0,28,pekuwuruka.000webhostapp.com,88,1,7,0.08,0.57,0,3,0,0.8409090909090909,0.03409090909090909,0.125,0,http://pekuwuruka.000webhostapp.com/kjgfgjhgjhfgghg/kjgfgjhgjhfgghg/eess/rrtt/index.html
2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,15,0,one,0,13,elon-musk.one,21,1,3,0.14,0.54,0,3,0,0.7142857142857143,0.0,0.2857142857142857,0,http://elon-musk.one/
2395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,4,15,0,biz,0,8,etoc.biz,24,0,1,0.04,0.48,0,3,0,0.625,0.16666666666666666,0.20833333333333334,0,http://etoc.biz/g766d4ft
2396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,0,4,40,1,it,0,14,www.geewizz.it,55,1,8,0.15,0.47,0,2,0,0.7272727272727273,0.07272727272727272,0.2,0,http://www.geewizz.it/wp-content/uploads/2015/login.htm
2397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,6,61,0,com,0,20,worldpostjournal.com,81,1,12,0.15,0.61,0,3,0,0.7530864197530864,0.07407407407407407,0.1728395061728395,0,http://worldpostjournal.com/entry/russian-jet-intercepts-us-navy-plane_us_053968/
2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,52,0,com.au,0,33,uniquemaintenanceaustralia.com.au,61,1,3,0.05,0.57,0,6,0,0.8524590163934426,0.0,0.14754098360655737,0,http://uniquemaintenanceaustralia.com.au/nahhh/chines/chines/
2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,27,0,com,0,20,icloud-verifying.com,33,1,4,0.12,0.69,0,3,0,0.8181818181818182,0.0,0.18181818181818182,0,http://icloud-verifying.com/apple
2400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,2,42,0,com.au,0,21,autogassystems.com.au,54,1,8,0.15,0.55,0,6,0,0.7777777777777778,0.037037037037037035,0.18518518518518517,0,http://autogassystems.com.au/wp-includes/login_26.html
2401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,31,1,com,0,21,serget.atwebpages.com,38,1,4,0.11,0.67,0,3,0,0.8157894736842105,0.0,0.18421052631578946,0,http://serget.atwebpages.com/relog.php
2402,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,WEBSITE.WS - Your Internet Address For Life™,12,198,0,5,0,5,20,0,ws,0,14,brothermalw.ws,30,1,4,0.13,0.45,0,2,0,0.6666666666666666,0.16666666666666666,0.16666666666666666,0,http://brothermalw.ws/02qu80s4
2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,12,18,0,,1,15,188.120.250.138,38,1,9,0.24,0.26,0,0,0,0.47368421052631576,0.3157894736842105,0.21052631578947367,0,http://188.120.250.138/information.cgi
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,2,18,0,ro,0,10,unilite.ro,25,1,2,0.08,0.6,0,2,0,0.72,0.08,0.2,0,http://unilite.ro/hfycn33
2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,1,78,0,net,0,14,perfectjep.net,89,1,7,0.08,0.47,0,3,0,0.8764044943820225,0.011235955056179775,0.11235955056179775,0,http://perfectjep.net/Bolu/seniorpeoplemeet/seniorpeoplemeet/seniorpeoplemeet/index2.html
2406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,0,0,57,1,com,0,21,www.empresaslatam.com,73,1,11,0.15,0.65,0,3,0,0.7808219178082192,0.0,0.2191780821917808,0,http://www.empresaslatam.com/wp-includes/theme-compat/file/files/db/fi...
2407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,29,23,0,,1,13,91.221.36.173,60,1,10,0.17,0.18,0,0,0,0.38333333333333336,0.48333333333333334,0.13333333333333333,0,http://91.221.36.173/module/311ac29c5a8f6b4e7a247db98207fd6e
2408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,9,0,0,66,0,it,0,22,morellicamerenumana.it,75,1,5,0.07,0.42,0,2,0,0.88,0.0,0.12,0,http://morellicamerenumana.it/administrator/templates/isis/language/dropbox
2409,0,0,2,0,4,1,3,1,1,0,1,1,0,0,0,0,0,1,Sign in - Google Accounts,306,229942,1,8,0,0,41,1,com,0,16,sites.google.com,49,1,4,0.08,1.0,0,3,0,0.8367346938775511,0.0,0.16326530612244897,0,https://sites.google.com/site/helprecoveryfbinfo/
2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,2,20,0,com,0,12,c0ryp0pe.com,28,1,3,0.11,0.67,0,3,0,0.7142857142857143,0.07142857142857142,0.21428571428571427,0,http://c0ryp0pe.com/dropbox/
2411,0,1,2,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,Website Disabled,69,177,0,9,0,0,39,0,biz,0,17,convergentcom.biz,48,1,6,0.12,0.57,0,3,0,0.8125,0.0,0.1875,0,http://convergentcom.biz/down/yahoo.com/lol.html
2412,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,1,32,0,com,0,12,masslung.com,40,1,4,0.1,0.76,0,3,0,0.8,0.025,0.175,0,http://masslung.com/1drivestmp/index.php
2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,4,6,122,1,com,0,48,hallitsemallatake0.southchandlerhomesforsale.com,148,1,16,0.11,0.6,5,3,1,0.8243243243243243,0.04054054054054054,0.13513513513513514,0,http://hallitsemallatake0.southchandlerhomesforsale.com/series.sites?two=_-m&force=oWYWdD&act=-9Ae72h&ball=cMTVwV&success=I9wy9QkUcAzzvXGDxgLaaZxDEf
2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,22,0,ga,0,20,oabddnmllkanenda.ga ,28,1,3,0.11,0.43,0,2,0,0.7857142857142857,0.0,0.21428571428571427,0,http://oabddnmllkanenda.ga /
2415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,35,0,info,0,15,lkshmjwyyl.info,43,1,6,0.14,0.42,0,4,0,0.813953488372093,0.0,0.18604651162790697,0,http://lkshmjwyyl.info/upload/_dispatch.php
2416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,2,32,0,rs,0,14,kbczvezdara.rs,41,1,4,0.1,0.48,0,2,0,0.7804878048780488,0.04878048780487805,0.17073170731707318,0,http://kbczvezdara.rs/mine/Aol%20pagehtml
2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,18,1,ru,0,16,kisslaqv.bget.ru,24,1,3,0.12,0.48,0,2,0,0.75,0.0,0.25,0,http://kisslaqv.bget.ru/
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,4,53,0,com,0,16,valuecheminc.com,71,1,11,0.15,0.65,1,3,1,0.7464788732394366,0.056338028169014086,0.19718309859154928,0,http://valuecheminc.com/images/banners/portal_bb_br/a0101.php?=home.asp
2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,2,28,0,ws,0,22,donttouchmybaseline.ws,35,1,2,0.06,0.46,0,2,0,0.8,0.05714285714285714,0.14285714285714285,0,http://donttouchmybaseline.ws/89rwr
2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,46,0,es,0,15,teatremataro.es,56,1,9,0.16,0.49,1,2,1,0.8214285714285714,0.0,0.17857142857142858,0,http://teatremataro.es/signin/eBayISAPI.dll.html?SignIn=
2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,1,8,66,1,com,0,22,www.ankarasoveyapi.com,88,1,7,0.08,0.57,0,3,2,0.75,0.09090909090909091,0.1590909090909091,0,http://www.ankarasoveyapi.com/Cesc/bookmark/index.php?.randInboxLight.aspx?n74256418&amp
2422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,1,13,97,0,net,0,22,powertransact-exch.net,125,1,20,0.16,0.42,1,3,0,0.776,0.104,0.12,0,http://powertransact-exch.net/documents/Onholdivision_00011007195_inauthorised.pdf&amp;usg=AFQjCNExcgsf2XEDyOgoGhIIqC-n_9PDLg
2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,29,0,ru,0,14,zercihisuld.ru,36,1,4,0.11,0.46,0,2,0,0.8055555555555556,0.0,0.19444444444444445,0,http://zercihisuld.ru/sliva/gate.php
2424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,17,0,net,0,14,forkdeltas.net,21,1,2,0.1,0.54,0,3,0,0.8095238095238095,0.0,0.19047619047619047,0,http://forkdeltas.net
2425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,0,0,54,0,cn,0,11,yhfamily.cn,65,1,6,0.09,0.55,0,2,0,0.8307692307692308,0.0,0.16923076923076924,0,http://yhfamily.cn/sites/default/files/media-yinyuetai/direct.php
2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,20,0,com,0,17,lizdombrowski.com,25,1,2,0.08,0.62,0,3,0,0.8,0.0,0.2,0,http://lizdombrowski.com/
2427,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,1,21,0,com,0,11,pagebin.com,28,0,1,0.04,0.7,0,3,0,0.75,0.03571428571428571,0.21428571428571427,0,http://pagebin.com/rdMmRUM4/
2428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,4,37,1,com,0,29,gfdkotriam.fo4j4wnq51hepa.com,48,1,4,0.08,0.55,0,3,0,0.7708333333333334,0.08333333333333333,0.14583333333333334,0,http://gfdkotriam.fo4j4wnq51hepa.com/captcha.php
2429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,0,24,0,space,0,21,badmactogoodmac.space,28,1,1,0.04,0.4,0,5,0,0.8571428571428571,0.0,0.14285714285714285,0,http://badmactogoodmac.space
2430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,11,0,10,68,1,info,0,28,kj7frxi24a.lecopahyxppw.info,91,1,11,0.12,0.43,1,4,1,0.7472527472527473,0.10989010989010989,0.14285714285714285,0,http://kj7frxi24a.lecopahyxppw.info/vkl1uub4qs\nvellejaresearch.com/b/728x90.jpg?ref=coolin
2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,32,0,info,0,14,buildviet.info,39,1,2,0.05,0.56,0,4,0,0.8205128205128205,0.0,0.1794871794871795,0,http://buildviet.info/servicer/fattura/
2432,41,13,11,0,32,1,2,1,1,0,1,1,0,1,1,0,1,1,4shared - free file sharing and storage,1169,479,0,13,2,60,83,1,com,0,17,dc706.4shared.com,162,1,23,0.14,0.75,3,3,1,0.5123456790123457,0.37037037037037035,0.11728395061728394,0,http://dc706.4shared.com/download/qEpcssqZce/MS40358-1.zip?dsid=h2n33y.8caa73f398920c6d357d032a04d0fd41&amp;sbsr=d6607a18f1705f7ff74fef379d082ddb989&amp;lgfp=3000
2433,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,1,36,0,com.au,0,31,blackcanvasphotographers.com.au,44,1,4,0.09,0.49,0,6,0,0.8181818181818182,0.022727272727272728,0.1590909090909091,0,http://blackcanvasphotographers.com.au/Exe1/
2434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,11,52,2,com,0,50,keshmanwire.it9878y23uigiuiregerg.auraaviation.com,70,1,3,0.04,0.62,0,3,0,0.7428571428571429,0.15714285714285714,0.1,0,http://keshmanwire.it9878y23uigiuiregerg.auraaviation.com/h8we98g34iut
2435,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,0,35,0,pl,0,13,viktor-art.pl,47,1,7,0.15,0.46,0,2,0,0.7446808510638298,0.0,0.2553191489361702,0,http://viktor-art.pl/druk/do/g_doc/file_doc.php
2436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,21,46,0,com,0,23,madisonskinandlaser.com,74,1,4,0.05,0.6,0,3,0,0.6216216216216216,0.28378378378378377,0.0945945945945946,0,http://madisonskinandlaser.com/googledoc/88c8567b93d4aaf926d83ec9e2b56704/
2437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,23,1,7,88,0,com,0,11,bjcurio.com,122,1,16,0.15,0.67,1,3,2,0.7213114754098361,0.05737704918032787,0.22131147540983606,0,http://bjcurio.com/js/index.htm?http://us.battle.net/login/en/?ref=http%3A%2F%2Fbsfdlcpus.battle.net%2Fd3%2Fen%2Findex&amp
2438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,1,16,0,es,0,9,aficar.es,22,1,2,0.09,0.5,0,2,0,0.7272727272727273,0.045454545454545456,0.22727272727272727,0,http://aficar.es/dyap1
2439,6,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,Error,271,166811,1,15,1,9,96,1,com,0,20,safex.sharepoint.com,124,1,11,0.09,0.78,2,3,1,0.7741935483870968,0.07258064516129033,0.1532258064516129,0,https://safex.sharepoint.com/_layouts/15/guestaccess.aspx?e=9CC5Wd/&amp;share=EbY4cy-neutNrLnL-77YdssBhwjPTRcSud6Cpw_BJYCI1g
2440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,17,5,5,107,1,in,0,12,www.larah.in,138,1,11,0.08,0.53,3,2,1,0.7753623188405797,0.036231884057971016,0.18840579710144928,0,http://www.larah.in/rdccc1/rdc/rdc/pro/enterprise.php?check&amp;nocache=page2&amp;alt.done=rem&amp;docs&amp;=gifpdf&amp;0BjbEVR1IhP7WeAWrl
2441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,1,5,33,1,com,0,19,www.securedrct9.com,49,0,3,0.06,0.64,1,3,1,0.673469387755102,0.10204081632653061,0.22448979591836735,0,http://www.securedrct9.com/oo/oo.php?sid=7825&amp
2442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,0,14,0,com,0,11,viabcvp.com,19,0,1,0.05,0.74,0,3,0,0.7368421052631579,0.0,0.2631578947368421,0,http://viabcvp.com/
2443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,12,33,2,net,0,37,ip-182-50-129-181.ip.secureserver.net,59,1,15,0.25,0.62,0,3,0,0.559322033898305,0.2033898305084746,0.23728813559322035,0,http://ip-182-50-129-181.ip.secureserver.net/~venkat/1.html
2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,38,0,com.br,0,16,lanaartes.com.br,48,1,5,0.1,0.64,0,6,0,0.7916666666666666,0.0,0.20833333333333334,0,http://lanaartes.com.br/admin./dropbox/index.php
2445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,4,0,4,10,0,com,0,11,mxp2104.com,18,1,3,0.17,0.59,0,3,0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0,http://mxp2104.com
2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,28,0,com,0,18,businesswelove.com,34,1,3,0.09,0.7,0,3,0,0.8235294117647058,0.0,0.17647058823529413,0,http://businesswelove.com/gate.php
2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16,6,5,117,0,com,0,17,purplehazepub.com,152,1,9,0.06,0.62,7,3,1,0.7697368421052632,0.03289473684210526,0.19736842105263158,0,http://purplehazepub.com/survey/scripts/pro/enterprise.php?=gifpdf&amp;1fCP0P2GlOroBRLd4a=&amp;alt.done=rem&amp;=&amp;check=&amp;docs=&amp;nocache=page2
2448,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,27,54,1,com,0,20,www.organtranspl.com,94,1,18,0.19,0.79,0,3,0,0.574468085106383,0.2872340425531915,0.13829787234042554,0,http://www.organtranspl.com/Public/kindeditor/attached/file/20160626/20160626011246_47691.html
2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,6,0,0,31,0,org,0,10,oiccuk.org,37,1,3,0.08,0.62,0,3,0,0.8378378378378378,0.0,0.16216216216216217,0,http://oiccuk.org/Billionaire/Archive
2450,45,0,2,2,25,1,3,1,3,1,0,1,1,0,1,0,1,1,"Ganesa189: Main Seru, Akses Cepat, Menang Setiap Hari!",5294,4768,0,16,0,1,56,0,com,0,22,executivehomerents.com,73,1,9,0.12,0.61,0,3,0,0.7671232876712328,0.0136986301369863,0.2191780821917808,0,http://executivehomerents.com/joomla/images/banners/data/.ppl.us/ppl/5...
2451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,12,0,5,44,1,com,0,22,tube8vidsxmx.dnset.com,61,1,10,0.16,0.82,0,3,0,0.7213114754098361,0.08196721311475409,0.19672131147540983,0,http://tube8vidsxmx.dnset.com/2013/girl-fucked-by-dog.avi.exe
2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,5,33,1,com,0,23,eminem1234.serveftp.com,46,1,5,0.11,0.7,0,3,0,0.717391304347826,0.10869565217391304,0.17391304347826086,0,http://eminem1234.serveftp.com/duos1/admin.php
2453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,4,26,0,com,0,22,arbeit-von-zuhause.com,38,0,3,0.08,0.61,0,3,0,0.6842105263157895,0.10526315789473684,0.21052631578947367,0,http://arbeit-von-zuhause.com/g76ub76/
2454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,17,72,1,com,0,31,s3-ap-southeast-1.amazonaws.com,103,1,19,0.18,0.87,0,3,0,0.6990291262135923,0.1650485436893204,0.13592233009708737,0,http://s3-ap-southeast-1.amazonaws.com/onekeysdk/downloaderUpdate/downloader_201502121005_241nogame.apk
2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,22,1,2,85,0,cn,0,10,cnhedge.cn,114,1,10,0.09,0.56,2,2,2,0.7456140350877193,0.017543859649122806,0.23684210526315788,0,http://cnhedge.cn/js/index.htm?hxxp:/us.battle.net/login/en/?ref=hxxp:/utjrrbhus.battle.net/d3/en/index&app=com-d3
2456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,114,0,10,0,0,34,0,net,0,8,maoa.net,44,1,2,0.05,0.53,0,3,0,0.7727272727272727,0.0,0.22727272727272727,0,http://maoa.net/sign/fdocsign/fdoc/plx/page/
2457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,3,35,1,com,0,27,apcortstm.000webhostapp.com,45,1,6,0.13,0.57,0,3,0,0.7777777777777778,0.06666666666666667,0.15555555555555556,0,http://apcortstm.000webhostapp.com/scures.htm
2458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,34,0,com,0,20,thakurstechnique.com,41,1,2,0.05,0.74,0,3,0,0.8292682926829268,0.0,0.17073170731707318,0,http://thakurstechnique.com/sadgv/yah.php
2459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,1,0,70,0,com,0,22,sauceonsidestudios.com,84,1,9,0.11,0.58,0,3,0,0.8333333333333334,0.0,0.16666666666666666,0,http://sauceonsidestudios.com/wp-includes/post-bdox&amp;secured-template./yahoo.html
2460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,37,0,ir,0,11,kleeknet.ir,45,1,5,0.11,0.53,0,2,0,0.8222222222222222,0.0,0.17777777777777778,0,http://kleeknet.ir/plugins/installer/dropbox/
2461,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,0,34,0,com,0,19,whatdidjesussay.com,41,1,3,0.07,0.58,0,3,0,0.8292682926829268,0.0,0.17073170731707318,0,http://whatdidjesussay.com/hash/login.php
2462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,24,10,35,160,0,,1,14,98.139.237.209,243,1,24,0.1,0.17,12,0,2,0.6584362139917695,0.1440329218106996,0.19753086419753085,0,http://98.139.237.209/search/srpcache?p=paypal+account&ei=UTF-8&fr=ipad&u=http://cc.bingj.com/cache.aspx?q=paypal+account&d=4678023923565710&mkt=en-GB&setlang=en-GB&w=FKG6WAxd7CFPUeBdddVABUzB_wT6vQei&icp=1&.intl=uk&sig=g4NhZFtVbKjYv8m1DhRfww--
2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,20,0,org.bw,0,10,bdp.org.bw,28,0,2,0.07,0.59,0,6,0,0.7142857142857143,0.0,0.2857142857142857,0,http://bdp.org.bw/dpbx/dpbx/
2464,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,42,0,com,0,19,adroitlandstyle.com,50,1,5,0.1,0.65,0,3,0,0.84,0.0,0.16,0,http://adroitlandstyle.com/Troty/att/Indexxatt.htm
2465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,14,0,56,58,2,com,0,25,w612.nb.host127-0-0-1.com,130,1,20,0.15,0.55,1,3,1,0.4461538461538462,0.4307692307692308,0.12307692307692308,0,http://w612.nb.host127-0-0-1.com/bins/int/kr3_znp.int?fxp=384bd820008ee37f030b3e65bca6e8a1a65beab33574f567a23b0a987ca83e6544e3e645
2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,7,0,3,32,0,ru,0,10,adminzv.ru,42,1,3,0.07,0.53,0,2,0,0.7619047619047619,0.07142857142857142,0.16666666666666666,0,http://adminzv.ru/xaRAUXHZ9r/oPOtm6hU7.php
2467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,13,0,0,50,0,com.br,0,18,audiofinder.com.br,63,0,4,0.06,0.62,0,6,0,0.7936507936507936,0.0,0.20634920634920634,0,http://audiofinder.com.br/vpsmusic/wp-admin/js/app/way/home.php
2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,10,0,0,35,1,com,0,14,www.njpear.com,45,0,3,0.07,0.7,0,3,0,0.7777777777777778,0.0,0.2222222222222222,0,http://www.njpear.com/zbbs/icon/private_name/
2469,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,5,0,2,16,0,dk,0,9,hjarne.dk,23,0,1,0.04,0.5,0,2,0,0.6956521739130435,0.08695652173913043,0.21739130434782608,0,http://hjarne.dk/hgf65g
2470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,8,0,0,41,0,com,0,18,captaterminart.com,49,1,4,0.08,0.62,0,3,0,0.8367346938775511,0.0,0.16326530612244897,0,http://captaterminart.com/f/well/verification.php
